latitude,longitude,elevation
37.771040000000006,-122.47415000000001,76.16000000000001
37.771040000000006,-122.47454,77.17
37.77107,-122.47507000000002,78.87
37.77116,-122.47556000000002,81.86
37.77113000000001,-122.47575,82.28
37.771,-122.4762,83.98000000000002
37.77096,-122.47646,84.36
37.77085,-122.47681000000001,85.45000000000002
37.77078,-122.47719000000001,85.92
37.77071,-122.47745,86.14
37.770610000000005,-122.47763,86.05
37.77055,-122.47767,85.87
37.770410000000005,-122.47777,85.8
37.7702,-122.47781,86.24000000000001
37.76974999997055,-122.47774499959762,87.35000000000001
37.7693,-122.47768,88.16
37.76897,-122.47754,88.25000000000001
37.76876,-122.4775,88.16
37.76856,-122.47754,87.9
37.76838,-122.47763,87.43
37.768190000000004,-122.47767,86.62
37.76807,-122.47767,86.33
37.767860000000006,-122.47764000000001,85.89
37.767610000000005,-122.47758,85.66000000000001
37.76753,-122.47754,85.66000000000001
37.767410000000005,-122.47739000000001,85.60000000000001
37.76742,-122.47741,85.60000000000001
37.76737,-122.47714,85.44
37.767410000000005,-122.47695000000002,85.01
37.76744,-122.47643000000001,83.05000000000001
37.767430000000004,-122.47611,82.74000000000001
37.76738,-122.4757,83.05000000000001
37.76737,-122.47544,83.75
37.76727,-122.47463,86.77000000000001
37.76728000000001,-122.47445,87.26
37.767320000000005,-122.47423,87.16
37.767320000000005,-122.47406000000001,86.54
37.76711,-122.47344000000001,82.95
37.76704,-122.47333,82.7
37.767140000000005,-122.47311,82.99000000000001
37.76724,-122.47294000000001,82.99000000000001
37.76737,-122.47279,83.05000000000001
37.767520000000005,-122.47268000000001,83.03
37.767590000000006,-122.47275,83.11
37.76787,-122.47279,85.23
37.76836,-122.47279,87.25
37.768480000000004,-122.47275,87.52
37.768640000000005,-122.47267000000001,87.81000000000002
37.7689,-122.47244,87.9
37.769020000000005,-122.4723,87.89000000000001
37.76923,-122.47200000000001,87.83
37.76948,-122.47158,87.67000000000002
37.769600000000004,-122.47145,87.65
37.76972000000001,-122.47145,87.65
37.76979,-122.47146000000001,87.65
37.76984,-122.47154,87.61
37.76986,-122.47171000000002,87.60000000000001
37.76977,-122.47217,87.71000000000001
37.769650000000006,-122.47311,87.99000000000001
37.769510000000004,-122.47388000000001,88.29
37.76953,-122.47414,88.74000000000001
37.76959,-122.47436,89.26
37.76966,-122.47458,89.48
37.769760000000005,-122.47477,89.23
37.770010000000006,-122.47517,88.03000000000002
37.77006,-122.4753,87.92000000000002
37.77022,-122.47615,87.89000000000001
37.77029,-122.47626000000001,87.52
37.77037,-122.47633,86.92000000000002
37.770520000000005,-122.47633,86.06000000000002
37.77074,-122.47629,85.60000000000001
37.77096,-122.47619000000002,83.98000000000002
37.771,-122.4762,83.98000000000002
37.77113000000001,-122.47575,82.28
37.77116,-122.47556000000002,81.86
37.77107,-122.47507000000002,78.87
37.771040000000006,-122.47454,77.17
37.771040000000006,-122.47415000000001,76.16000000000001
37.771060000000006,-122.47409,76.16000000000001
37.77111,-122.47399000000001,76.02
37.77122,-122.47391,75.85
37.77104000118254,-122.47337999869714,75.37
37.770860000000006,-122.47285000000001,74.21000000000001
37.77074,-122.47239,73.59
37.77071,-122.47221,72.79
37.770700000000005,-122.47201000000001,72.13
37.77073,-122.47186,71.85000000000001
37.770880000000005,-122.47141,70.88000000000001
